"x"
"85"	" DE GAULLE (MONTREUIL)"
"86"	" GARE (IVRY)"
"87"	" MICHELET ASSAS"
"88"	" SAINT GERMAIN HARPE"
"89"	" RUE DE L OUEST CHATEAU"
"90"	" MACDONALD"
"91"	" BERTON (BAGNOLET)"
"92"	" HERSCHEL"
"93"	" PARMENTIER"
"94"	" CHOISY VISTULE"
"95"	" REAUMUR MONTORGUEIL"
"96"	" DIDEROT 2 (SAINT OUEN)"
"97"	" PLACE DES VICTOIRES"
"98"	" VAUGIRARD CAMBRONNE"
"99"	" PORTE MONTMARTRE"
"100"	" LOURMEL"
"101"	" SAINT VINCENT (ISSY LES MOULINEAUX)"
"102"	" AVENUE DES PORTUGAIS"
"103"	" CONVENTION (LE KREMLIN BICETRE)"
"104"	" CLERY"
"105"	" ALLERAY"
"106"	" SAINT FARGEAU"
"107"	" FAURE (AUBERVILLIERS)"
"108"	" IVRY BRUNESEAU"
"109"	" MOQUET (MALAKOFF)"
"110"	" PARMENTIER FONTAINE AU ROI"
"111"	" VICTOIR CHAUSSEE D ANTIN"
"112"	" DUGOMMIER"
"113"	" ABOUKIR"
"114"	" ULM ERASME"
"115"	" SAINT MARC"
"116"	" BOULEVARD VOLTAIRE"
"117"	" CHABANAIS"
"118"	" CHARENTON"
"119"	" BLEUZEN (VANVES)"
"120"	" ARAGO 2"
"121"	" GARE DE BERCY"
"122"	" BELLEVILLE"
"123"	" VIOLET"
"124"	" MINIMES (VINCENNES)"
"125"	" CIRQUE D HIVER"
"126"	" VAUGIRARD PRINCE"
"127"	" PLACE DU DOCTEUR YERSIN"
"128"	" METALLOS"
"129"	" BONAPARTE BEAUX ARTS"
"130"	" BASTILLE RICHARD LENOIR"
"131"	" MUTUALITE"
"132"	" PORT ROYAL"
"133"	" HOTEL DE VILLE"
"134"	" JAURES 1 (PANTIN)"
"135"	" BACHAUMONT"
"136"	" RASPAIL VARENNE"
"137"	" CARPEAUX"
"138"	" HORTENSIAS (LES LILAS)"
"139"	" QUATRE SEPTEMBRE"
"140"	" MONTCALM"
"141"	" MARAICHERS"
"142"	" BOUCICAUT FAURE"
"143"	" GOBELINS"
"144"	" DODU"
"145"	" PARIS 1 (VINCENNES)"
"146"	" TRINITE"
"147"	" DANTZIG"
"148"	" REPUBLIQUE PIERRE LEVEE"
"149"	" HENRI MARTIN"
"150"	" MARCEAU"
"151"	" FAUBOURG MONTMARTRE"
"152"	" FONTAINEBLEAU (KREMLIN BICETRE)"
"153"	" MARTYRS 2"
"154"	" PETITES ECURIES"
"155"	" PAUL DOUMER / LA TOUR"
"156"	" PORTE DE SAINT OUEN"
"157"	" DIDEROT BOURDAN"
"158"	" SAINT FRANCOIS XAVIER"
"159"	" PORTE DE COURCELLE"
"160"	" PETIT HONNEGER"
"161"	" SALENGRO (KREMLIN BICETRE)"
"162"	" WASHINGTON"
"163"	" LABROUSTE"
"164"	" VITRY DESAULT"
"165"	" SAINT JACQUES TOMBE ISSOIRE"
"166"	" AQUEDUC"
"167"	" EDISON"
"168"	" BRUYERE PIGALLE"
"169"	" PARIS 2 (MONTREUIL)"
"170"	" LEIBNITZ"
"171"	" MAC MAHON"
"172"	" CHARONNE AVRON"
"173"	" PLACE DE BUDAPEST"
"174"	" LOLIVE 1 (PANTIN)"
"175"	" MOUCHOTTE"
"176"	" JEAN MOULIN"
"177"	" PERGOLESE"
"178"	" ROUGEMONT"
"179"	" LACUEE"
"180"	" SUFFREN"
"181"	" BON MARCHE"
"182"	" WATTIGNIES"
"183"	" PLACE DE PASSY"
"184"	" LENINE (GENTILLY)"
"185"	" RIVOLI SAINT DENIS"
"186"	" JACQUES CALLOT"
"187"	" TOLBIAC WURTZ"
"188"	" PASTEUR COTENTIN"
"189"	" HOPITAL SAINT LOUIS"
"190"	" NATION VOLAIRE"
"191"	" HOPITAL ROBERT DEBRE"
"192"	" FRANCS BOURGEOIS"
"193"	" MONTEMPOIVRE"
"194"	" MONTREUIL (VINCENNES)"
"195"	" PONT SAINT LOUIS"
"196"	" MONDRIAN"
"197"	" PRIMO LEVI"
"198"	" DESCARTES"
"199"	" LORRAINE"
"200"	" NATION TRONE"
"201"	" PLACE FERNAND MOURLOT"
"202"	" BOBILLOT TOLBIAC"
"203"	" CLICHY PARME"
"204"	" PIXERECOURT"
"205"	" HAMEAU FLEURI (BOULOGNE-BILLANCOURT)"
"206"	" VOLTAIRE (LEVALLOIS)"
"207"	" SEBASTOPOL-GRENATA"
"208"	" SAINT JACQUES VAL DE GRACE"
"209"	" HOUSSAYE"
"210"	" BELLEVILLE"
"211"	" GRENIER SAINT LAZARE"
"212"	" FRIEDLAND"
"213"	" WAGRAM"
"214"	" D'ARTOIS BERRY"
"215"	" DE GAULLE 4 (NEUILLY)"
"216"	" REPUBLIQUE 2 (AUBERVILLIERS)"
"217"	" QUAI FRANCOIS MAURIAC TOLBIAC"
"218"	" PORT SOLFÉRINO (STATION MOBILE)"
"219"	" WILSON (LEVALLOIS)"
"220"	" CHATEAU DE VINCENNES"
"221"	" TRANSVAL (BOULOGNE-BILLANCOURT)"
"222"	" BAYERN PEREIRE"
"223"	" GRANDE TRUANDERIE"
"224"	" PARC DE BELLEVILLE"
"225"	" AVENUE HENRI MARTIN"
"226"	" COUTURIER 2 (LEVALLOIS)"
"227"	" RUE SAINT BLAISE"
"228"	" ARAGO"
"229"	" PARIS 1 (CHARENTON)"
"230"	" CHARCOT (NEUILLY)"
"231"	" PHILIPPE AUGUSTE"
"232"	" BELIARD POISSONNIERS"
"233"	" RUISSEAU"
"234"	" PLACE DUNANT"
"235"	" OLIVIER DE SERRE"
"236"	" LIEGE"
"237"	" PORTE D'IVRY"
"238"	" BIBLIOTHÈQUE FRANÇOIS MITTERAND"
"239"	" SAINT CHARLES - CONVENTION"
"240"	" PARIS 2 (VINCENNES)"
"241"	" LA MOTTE PIQUET"
"242"	" BARBES (MONTROUGE)"
"243"	" BEFFROY (NEUILLY)"
"244"	" SAINT MARCEL"
"245"	"  PALAIS DES SPORTS"
"246"	" CHARONNES VALLES"
"247"	" PRE ST GERVAIS"
"248"	" LAGROUA"
"249"	" LES HALLES - SEBASTOPOL"
"250"	" AVENUE D EYLAU"
"251"	" STOCKOLM ROME"
"252"	" PORTE DE CHARENTON"
"253"	" EMERIAU"
"254"	" LEON BLUM ROQUETTE"
"255"	" NORD (MALAKOFF)"
"256"	" CHAMPS ELYSEES CHARRON"
"257"	" ROSSEL (LE KREMLIN BICETRE)"
"258"	" VERSAILLES"
"259"	" PONT NEUF - 14"
"260"	" RENNES SABOT"
"261"	" INVALIDES"
"262"	" GUYNEMER LUXEMBOURG"
"263"	" PORTE DE SAINT MANDE"
"264"	" BOULEVARD LANNES"
"265"	" SAINT PLACIDE CHERCHE MIDI"
"266"	" MICHELET (SAINT OUEN)"
"267"	" RIVOLI TUILERIE"
"268"	" CHABROL SAINT QUENTIN"
"269"	" METALLURGIE (SAINT DENIS)"
"270"	" JULES (IVRY)"
"271"	" CONTRESCARPE-THOUIN"
"272"	" SAINT JACQUES FERRUS"
"273"	" PORTE DE PANTIN"
"274"	" RICHELIEU DROUOT"
"275"	" TELEGRAPHE"
"276"	" PLACE TREFOUEL"
"277"	" HITTORFF"
"278"	" CURIE (SAINT OUEN)"
"279"	" PROCESSION"
"280"	" MIRABEAU"
"281"	" BREGUET SABIN"
"282"	" PIROGUES DE BERCY"
"283"	" ANDRE MALRAUX MUSEE DU LOUVRE"
"284"	" GARIBALDI (SAINT OUEN)"
"285"	" SQUARE BELA BARTOK"
"286"	" BOURSE DU COMMERCE"
"287"	" VILLENEUVE 2 (CLICHY)"
"288"	" LESENNE (SAINT OUEN)"
"289"	" VILLAGE SAINT PAUL"
"290"	" TOLBIAC LERREDE"
"291"	" NATIONS UNIES (CLICHY)"
"292"	" PLANTES MOULIN VERT"
"293"	" BIBLIOTHEQUE FAIDHERBE"
"294"	" COMMERCE"
"295"	" MARCHE SAINT GERMAIN - MABILLON"
"296"	" MAZET SAINT ANDRE DES ARTS"
"297"	" PLACE DE RUNGIS"
"298"	" LOUIS BLANC"
"299"	" COURS DE VINCENNES PYRÉNÉES"
"300"	" CROULEBARBE RECULETTES"
"301"	" CHAMPS ELYSEES LINCOLN"
"302"	" SAINT JACQUES GAY LUSSAC"
"303"	" CUSTINE"
"304"	" DE GAULLE 3 (NEUILLY)"
"305"	" PORTE DE CHOISY"
"306"	" SILLY (BOULOGNE BILLANCOURT)"
"307"	" SQUARE D'ANVERS"
"308"	" NATION PICPUS"
"309"	" MONCLAR"
"310"	" SENAT CONDE"
"311"	" PORCHE POUCHET"
"312"	" LAME"
"313"	" MONTORGUEIL RUE MONTMARTRE VERSION 2"
"314"	" BRUNE"
"315"	" REPUBLIQUE FERRY"
"316"	" ODESSA"
"317"	" PAUL BERT (IVRY)"
"318"	" BOURET PAILLERON"
"319"	" PLACE MONGE"
"320"	" GARE DE REUILLY"
"321"	" BODIN AVENUE DE CLICHY"
"322"	" LAMARTINE"
"323"	" SAINT SEVERIN"
"324"	" MIROMESNIL"
"325"	" FLANDRIN"
"326"	" ABBESSES"
"327"	" LEON FRAPIE"
"328"	" DAGUERRE GASSENDI"
"329"	" PLACE D ITALIE AURIOL"
"330"	" PLACE DE LA PORTE DE CHATILLON"
"331"	" PARADIS"
"332"	" MAUBEUGE CONDORCET"
"333"	" OCTAVE FEUILLET"
"334"	" PORTE DE CLICHY - AVENUE DE CLICHY"
"335"	" LALLY TOLLENDAL"
"336"	" SAINT MICHEL DANTON"
"337"	" PERI (SAINT OUEN)"
"338"	" DENFERT-ROCHEREAU CASSINI"
"339"	" NECKER (CHARENTON)"
"340"	" PETIT (CLICHY)"
"341"	" RICHARD LENOIR VOLTAIRE NORD"
"342"	" LEGENDRE"
"343"	" BOUTROUX VITRY"
"344"	" BROCHANT"
"345"	" PARC DE BELLEVILLE"
"346"	" L'ISLE ADAM PYRENÉES"
"347"	" DELIZY (PANTIN)"
"348"	" PRAIRIE L INDRE"
"349"	" IVRY TOLBIAC"
"350"	" ITALIE MAISON BLANCHE"
"351"	" ATHENES CLICHY"
"352"	" LECOURBE"
"353"	" MONTREUIL VOLTAIRE"
"354"	" CHARONNE DU BUREAU"
"355"	" REILLE MONTSOURIS"
"356"	" COURCELLES - DEMOURES"
"357"	" HOCHE ALBRECHT"
"358"	" PLACE ANDRE MALRAUX"
"359"	" LA FOURCHE RUE DE LA CONDAMINE"
"360"	" MILLET - JEAN DE LA FONTAINE"
"361"	" PORT ROYAL"
"362"	" PORTE DES LILAS"
"363"	" ST MANDE NETTER"
"364"	" HAIES REUNION"
"365"	" LEDRU ROLLIN-BASFROI"
"366"	" IVRY BAUDICOURT"
"367"	" GENERAL DE GAULLE 2 (SAINT MANDE)"
"368"	" MORICE 2 (CLICHY)"
"369"	" VERSAILLES EXELMANS"
"370"	" TERNES COURCELLES"
"371"	" GUY MOCQUET DAVY"
"372"	" SIMPLON"
"373"	" BAC"
"374"	" PLACE SAINT FERDINAND"
"375"	" MARIGNAN"
"376"	" RIO"
"377"	" PICPUS"
"378"	" FRANCOIS 1ER LINCOLN"
"379"	" AUBER"
"380"	" LEGENDRE AVENUE DE CLICHY"
"381"	" D'ORVES (MONTROUGE)"
"382"	" NAVIER"
"383"	"CAUMARTIN PROVENCE"
"384"	" TARDIEU"
"385"	" JOINEAU (PRE SAINT GERVAIS)"
"386"	" RUE LOUIS LUMIÈRE"
"387"	" CHARLES VALLIN"
"388"	" ALESIA GERGOVIE"
"389"	" PAUL VALÉRY"
"390"	" PLACE DE LEVIS"
"391"	" CHARONNE FROT"
"392"	" PROVENCE"
"393"	" AVENUE RAPP"
"394"	" LEPIC VERON"
"395"	" BROCHANT"
"396"	" MADEMOISELLE"
"397"	" BOBILLOT MERY"
"398"	" BARTHES TROYES"
"399"	" CHARONNE PHILIPPE AUGUSTE"
"400"	" BOLIVAR BURNOUF"
"401"	" LEDIT DE NANTES"
"402"	" AMETTE"
"403"	" ROBESPIERRE (IVRY)"
"404"	" LACEPEDE"
"405"	" EMGP (AUBERVILLIERS)"
"406"	" JAURES 1 (BOULOGNE-BILLANCOURT)"
"407"	" BEL AIR"
"408"	" ASSAS LUXEMBOURG"
"409"	" COURS DE VINCENNES BD DAVOUT"
"410"	" RUISSEAU ORDENER"
"411"	" DENFERT ROCHEREAU"
"412"	" COURTELINE"
"413"	" CHANDON"
"414"	" CLER"
"415"	" BOURSE"
"416"	" REPUBLIQUE 23"
"417"	" SANZILLON (CLICHY)"
"418"	" COURONNES"
"419"	" DAMREMONT CAULAINCOURT"
"420"	" LOSSERAND BOYER-BARRET"
"421"	" CHARONNE SAINT ANTOINE"
"422"	" BOBILLOT VERLAINE"
"423"	" OPERA - CAPUCINES"
"424"	" GARE EMGP"
"425"	" RUE DU COMMERCE"
"426"	" BERTHIER STUART MERRIL"
"427"	" DIDOT CHATEAU"
"428"	" PLACE DU CANADA"
"429"	" PELLEPORT BELGRAND"
"430"	" CIMETIERE DE GENTILLY"
"431"	" BOIS DE VINCENNES"
"432"	" MARTYRS CHORON"
"433"	" EDGAR QUINET"
"434"	" REUILLY DIDEROT"
"435"	" HUGO (CLICHY)"
"436"	" ROCHECHOUART GERANDO"
"437"	" POULMARCH (LES LILAS)"
"438"	" DAVOUT VOLGA"
"439"	" BIR HAKEIM"
"440"	" SAINT FARGEAU MORTIER"
"441"	" CARDINAL LAVIGERIE"
"442"	" PYRENEES ERMITAGE"
"443"	" PORTE MOLITOR"
"444"	" EMGP NORD (SAINT DENIS)"
"445"	" BASSIN DE L'ARSENAL"
"446"	" MENILMONTANT - PELLEPORT"
"447"	" PEREIRE SAUSSURE"
"448"	" CANDALE (PANTIN)"
"449"	" RENNEQUIN PEREIRE"
"450"	" PORTE DES LILAS"
"451"	" MATHURINS"
"452"	" RIVOLI SEBASTOPOL"
"453"	" COTY TOMBE D'ISSOIRE"
"454"	" SAINT AUGUSTIN"
"455"	" THOREL"
"456"	" SAINT MARCEL JEANNE D'ARC"
"457"	" MAINE GAITE"
"458"	" CHAMP DE MARS COTE 16EME"
"459"	" LECORBUSIER (BOULOGNE-BILLANCOURT)"
"460"	" SORBONNE"
"461"	" BELLES FEUILLES"
"462"	" ETIENNE MARCEL"
"463"	" LECLERC (KREMLIN BICETRE)"
"464"	" GARE DU NORD 2"
"465"	" DAMREMONT ORDENER"
"466"	" SULLY MORLAND"
"467"	" COURS DE VINCENNES - BD SOULT"
"468"	" PORTE DE MONTROUGE 2"
"469"	" ESPACE CHAMPERRET"
"470"	" THEATRE"
"471"	" ST ANTOINE GONNET"
"472"	" ILES (ISSY LES MOULINEAUX)"
"473"	" GAY LUSSAC LE GOFF"
"474"	" ROUVET DAMPIERRE"
"475"	" OPERA PYRAMIDES"
"476"	" PONT NEUF"
"477"	" FAUBOURG DU TEMPLE PLACE DE LA REPUBLIQUE"
"478"	" ROQUETTE THIERE"
"479"	" LOSSERAND - PERNETY"
"480"	" PIGALLE GERMAIN PILLON"
"481"	" CHERCHE MIDI"
"482"	" ANDRE MAUROIS"
"483"	" MALESHERBES PASQUIER"
"484"	" PARIS 3 (CHARENTON)"
"485"	" SAINT SULPICE"
"486"	" ST GERMAIN-DANTE"
"487"	" ALLEE PIERRE LAZAEFF"
"488"	" ALEXANDRE DUMAS"
"489"	" JOURDAIN"
"490"	" MONTAIGNE"
"491"	" VASCO DE GAMA"
"492"	" CONSERVATION"
"493"	" CHERCHE MIDI"
"494"	" CHARLES DE GAULLE (NOGENT)"
"495"	" GRANDS MOULINS"
"496"	" VINAIGRIERS"
"497"	" FRUCTIDOR (SAINT OUEN)"
"498"	" PONT DE L'ALMA"
"499"	" EOLE"
"500"	" CLICHY"
"501"	" SAINT MICHEL HENRI BARBUSSE"
"502"	" DIDEROT BERCY"
"503"	" PONT CARDINET"
"504"	" CARNOT"
"505"	" SAINT MAUR OBERKAMPF"
"506"	" RUE DE SIAM"
"507"	" PLACE DE LA NATION"
"508"	" GROULT"
"509"	" BOIS DE BOULOGNE / PORTE DE LA MUETTE 2"
"510"	" MURS DU PARC (VINCENNES)"
"511"	" GUESDE (LEVALLOIS)"
"512"	" FALGUIERE ARSONVAL"
"513"	" ILE DE LA CITE PONT NEUF"
"514"	" VERDIER (MONTROUGE)"
"515"	" BROSSOLETTE (IVRY)"
"516"	" BOETIE PONTHIEU"
"517"	" BEAUMARCHAIS"
"518"	" GALILEE KLEBER"
"519"	" PIERRET (NEUILLY)"
"520"	" MARCADET - RAMEY"
"521"	" DESAIX"
"522"	" KARMAN (AUBERVILLIERS)"
"523"	" PYRENEES RENOUVIER"
"524"	" MARCHE ST-PIERRE"
"525"	" GUY MOCQUET"
"526"	" PARADIS (BOULOGNE-BILLANCOURT)"
"527"	" VILLENEUVE (CLICHY)"
"528"	" DAVOUT VITRUVE"
"529"	" ROMAIN ROLLAND"
"530"	" MAIRIE DU 4 EME"
"531"	" BOLIVAR"
"532"	" ITALIE TOLBIAC"
"533"	" MAIRIE DU 17EME"
"534"	" PLACE BARBÈS"
"535"	" ALEXANDRE DUMAS"
"536"	" JACQUES BONSERGENT"
"537"	" PORTE DE SAINT CLOUD"
"538"	" FONTAINE DOUAI"
"539"	" LAFITTE ROSSINI"
"540"	" CACHIN (IVRY)"
"541"	" JAURES VILLETTE"
"542"	" CADET"
"543"	" ROSIERS (SAINT OUEN)"
"544"	" PARC DE BERCY"
"545"	" WEISS"
"546"	" AQUEDUC"
"547"	" CLEMANCEAU (NOGENT)"
"548"	" MAISON DE RADIO FRANCE"
"549"	" PATAY REGNAULT"
"550"	" KENNEDY RANELAGH"
"551"	" PLACE GENERAL KOENIG"
"552"	" VOLTAIRE"
"553"	" HAVRE CAUMARTIN"
"554"	" MARNE (MONTROUGE)"
"555"	" ITALIE ROSALIE"
"556"	" GERGOVIE VERCINGETORIX"
"557"	" LAMENAIS WASHINGTON"
"558"	" ASSEMBLEE NATIONALE"
"559"	" CROIX NIVERT"
"560"	" ARAGO CORDELIERE - VERSION 2"
"561"	" ECOLE MILITAIRE"
"562"	" DE RICARD (FONTENAY SOUS BOIS)"
"563"	" PONTOISE"
"564"	" REUILLY"
"565"	" HECTOR MALOT"
"566"	" METZ"
"567"	" PORT ROYAL COCHIN"
"568"	" PETIT PALAIS"
"569"	" SQUARE ROQUETTE"
"570"	" PORTE D'ORLEANS"
"571"	" SERRES"
"572"	" SQUARE DES CÉVENNES"
"573"	" WAGRAM (17EME ARR.)"
"574"	" RHIN DANUBE (BOULOGNE BILLANCOURT)"
"575"	" PARMENTIER LOUVEL-TESSIER"
"576"	" BARBES MARCADET"
"577"	" TOLBIAC NATIONALE"
"578"	" CITE VANEAU"
"579"	" PLACE DE FINLANDE"
"580"	" BINET"
"581"	" AVENUE DE GRAVELLE"
"582"	" ROQUEPINE"
"583"	" JOHANN STRAUSS"
"584"	" FRANCE (LEVALLOIS)"
"585"	" MARGUERITE DE NAVARRE"
"586"	" CHAROLAIS"
"587"	" PALADINES"
"588"	" GONCOURT"
"589"	" PAILLERON"
"590"	" PONT DE LODI DAUPHINE"
"591"	" FALGUIÈRE LEBRUN"
"592"	" MAAR (SAINT OUEN)"
"593"	" STRASBOURG"
"594"	" CADET LA FAYETTE"
"595"	" HOSPICE DEBROUSSE"
"596"	" POISSY"
"597"	" LECLERC (BOULOGNE-BILLANCOURT)"
"598"	" ALOUETTES"
"599"	" GARE DU NORD 3"
"600"	" TEMPLE 113"
"601"	" PORTE DE BAGNOLET"
"602"	" GARE SAINT LAZARE - COUR DU HAVRE"
"603"	" VERDUN"
"604"	" CLIGNANCOURT"
"605"	" ALBERT KAHN"
"606"	" GRENIER (BOULOGNE-BILLANCOURT)"
"607"	" BERCY VILLOT"
"608"	" AUBERVILLIERS"
"609"	" HUGO (AUBERVILLIERS)"
"610"	" MADAGASCAR"
"611"	" LERICHE (CLICHY)"
"612"	" LEPINE"
"613"	" SAINT MAUR AVENUE DE LA REPUBLIQUE"
"614"	" PYRÉNÉES"
"615"	" CALVIN"
"616"	" GUICHET (CLICHY)"
"617"	" PECQUEUR"
"618"	" MANIN SIMON BOLIVAR"
"619"	" GEOFFROY SAINT HILAIRE"
"620"	" RENAN"
"621"	" AMIRAUX"
"622"	" CAMBRAI"
"623"	" SAINT GERMAIN DES PRES"
"624"	" BRIAND (LEVALLOIS)"
"625"	" DE GAULLE 2 (NEUILLY)"
"626"	" FOLIES BERGERES"
"627"	" CONCORDE/BERGES DE SEINE (STATION MOBILE)"
"628"	" EGLISE SAINT JUSTE (SAINT DENIS)"
"629"	" RIVOLI CONCORDE"
"630"	" PHILIPPE AUGUSTE (20EME ARR.)"
"631"	" VIVALDI"
"632"	" MASSENA"
"633"	" NOTRE DAME"
"634"	" JARRY (VINCENNES)"
"635"	" POISSONNIERE"
"636"	" MANIN CARRIERES"
"637"	" CHAMPIONNET"
"638"	" AURIOL CHEVALERET"
"639"	" SAMBRE ET MEUSE"
"640"	" TAITBOUT CHÂTEAUDUN"
"641"	" SQUARE LOUIS XVI"
"642"	" SQUARE VIVIANI"
"643"	" ORTEAUX MOURAUD"
"644"	" BOTZARIS"
"645"	" RENAN (ARCUEIL)"
"646"	" VARENNE"
"647"	" HUGO (VANVES)"
"648"	" CAIRE"
"649"	" BASTILLE"
"650"	" ALEXANDRE CHARPENTIER"
"651"	" BUTTES CHAUMONT"
"652"	" REUNION"
"653"	" FRANCOIS 1 ER"
"654"	" JEAN MOULIN ALESIA"
"655"	" GARE DE MONTPARNASSE"
"656"	" RUE FRANCOIS PONSARD"
"657"	" CHATEAU (NEUILLY)"
"658"	" JUSSIEU"
"659"	" GAUMONT"
"660"	" L'ISLY"
"661"	" SIBELLE ALESIA"
"662"	" DEPARTEMENT"
"663"	" RECHAUSSIERE (AUBERVILLIERS)"
"664"	" BRIAND (MONTROUGE)"
"665"	" FAUBOURG SAINT JACQUES CASSINI"
"666"	" VAUGIRARD PASTEUR"
"667"	" CHATEAU (BAGNOLET)"
"668"	" CHEVALERET TOLBIAC"
"669"	" MAGENTA PARE"
"670"	" MONTORGUEIL ETIENNE MARCEL"
"671"	" ARCHIVES PASTOURELLE"
"672"	" PLACE AIMÉE MAILLART"
"673"	" HELIE"
"674"	" HUMBERT"
"675"	" BATIGNOLLES"
"676"	" GARE D'AUSTERLITZ"
"677"	" MONTPARNASSE"
"678"	" SAINT PÈRES"
"679"	" CARVES (MONTROUGE)"
"680"	" INSTITUT"
"681"	" ELUARD (CHARENTON)"
"682"	" REPUBLIQUE (LEVALLOIS)"
"683"	" GODARD"
"684"	" DECAEN CANNEBIERE"
"685"	" TURBIGO SAINTE ELISABETH"
"686"	" SAINT AMBROISE"
"687"	" OURCQ-FLANDRES"
"688"	" PERI (MONTROUGE)"
"689"	" BOUCICAUT"
"690"	" DUBLIN"
"691"	" PYRÉNÉES - PLAINE"
"692"	" JOSEPH DE MAISTRE LEPIC"
"693"	" DODU"
"694"	" BIZOT"
"695"	" REPUBLIQUE (VANVES)"
"696"	" ALMA MARCEAU"
"697"	" VINCENNES (MONTREUIL)"
"698"	" MOULIN DE LA POINTE"
"699"	" VAILLANT (BAGNOLET)"
"700"	" GEORGES POMPIDOU"
"701"	" DE GAULLE (NEUILLY)"
"702"	" GARE D'AUSTERLITZ"
"703"	" PORTE D'ITALIE"
"704"	" PLACE ADOLPHE CHERIOUX"
"705"	" CHAPELLE LOUIS BLANC"
"706"	" POLYGONE"
"707"	" RUE DE SEVIGNE"
"708"	" PLACE JOFFRE / ECOLE MILITAIRE"
"709"	" RANELAGH"
"710"	" PORTE D'AUTEUIL"
"711"	" COLONEL FABIEN"
"712"	" CITROEN"
"713"	" ULM - LHOMOND"
"714"	" PLACE DU CHATELET"
"715"	" JAURES 2 (PANTIN)"
"716"	" JACQUIER"
"717"	" MAIRIE DU 20ÈME"
"718"	" NATION"
"719"	" BLANQUI CORVISART"
"720"	" ETIENNE DOLET"
"721"	" SORBIER - MÉNILMONTANT"
"722"	" JAURES 2 (MONTROUGE)"
"723"	" PETITS PONTS"
"724"	" SERRURIER"
"725"	" DOCTEUR DEJERINE"
"726"	" GIDE"
"727"	" BROSSOLETTE (MALAKOFF)"
"728"	" PIERRE ET MARIE CURIE (IVRY)"
"729"	" MUETTE NEUILLY"
"730"	" MICHEL ANGE AUTEUIL"
"731"	" GARE DE LYON CHALON"
"732"	" BIBLIOTHEQUE NATIONALE"
"733"	" HAUSSMANN ROME"
"734"	" BASCH (VANVES)"
"735"	" CRESSON 2 (ISSY LES MOULINEAUX)"
"736"	" TOQUEVILLE"
